,Base80%+Rot20%(n=1),Base80%+Rot20%(n=2),Base80%+Rot20%(n=3),Base70%+Rot30%(n=1),Base70%+Rot30%(n=2),Base70%+Rot30%(n=3),Base60%+Rot40%(n=1),Base60%+Rot40%(n=2),Base60%+Rot40%(n=3),Base50%+Rot50%(n=1),Base50%+Rot50%(n=2),Base50%+Rot50%(n=3)
2015-06-15,5.093906011363298,7.133952554041177,7.095586711613592,4.165535164839091,6.859293054290767,6.7753790967011,3.3433769657390364,6.433735988336926,6.297849191981224,2.647850947003592,5.918967608223911,5.73188966699093
2015-06-16,5.071391548512011,7.107657744764669,7.069433313777898,4.1456034387246214,6.834024151001999,6.750419323473131,3.326158756757714,6.410047498616186,6.274661026331055,2.633248109315331,5.8971861436701305,5.71079663863337
2015-06-17,5.045411717412396,7.068566401563669,7.030552200782688,4.128904514910592,6.802633078026113,6.719412276831379,3.3164010479689687,6.386414862840497,6.25152753493599,2.628404543760223,5.880790365230917,5.6949190736189195
2015-06-18,5.091343373614437,7.1472621367320315,7.108824716403076,4.158054103054806,6.871368278063214,6.787306596822216,3.3330365129853914,6.444372946077532,6.308261486771259,2.6362170960342337,5.928108518232183,5.7407416646856815
2015-06-19,5.069381238122084,7.125866488580461,7.087544132384522,4.134082412969945,6.845360116377366,6.761616609000558,3.3089832500001086,6.414880499432685,6.279391949443568,2.61336604779281,5.896286876016247,5.709925793696494
2015-06-22,5.070133040947765,7.123578540567278,7.085268488777949,4.138103340807132,6.847198507229213,6.763432509684576,3.314929344083404,6.42038572895245,6.2847809031316855,2.620216415080936,5.90482371673154,5.718192814623715
2015-06-23,5.055422777004418,7.071195157658656,7.033166819631687,4.137645365677894,6.8007134311381385,6.717516114166381,3.3238133917455244,6.380423211484041,6.2456624331161,2.6345508200520986,5.8714040947827435,5.685829470472804
2015-06-24,5.005482051335881,7.018170262419822,6.98042708815867,4.0933848032401885,6.752243724496725,6.669639367305996,3.2855382266876183,6.3373197328373605,6.20346934209423,2.6020567082768093,5.8339209586266145,5.649531045639186
2015-06-25,5.0082672074915315,7.026734477667778,6.988945245722581,4.090592609456415,6.754361784630673,6.671731515905498,3.279227798306977,6.333562165417838,6.199791138173561,2.5938362576912373,5.825172782720105,5.641059369089737
2015-06-26,4.943332894846474,6.940569215147779,6.903243373288167,4.038326933013987,6.675182829402079,6.593521205614285,3.2379467130350013,6.262735264154213,6.130460170334305,2.5616719665228196,5.763175811076604,5.581021905689131
