ticker,weight,mu_raw,mu_shrunk,sigma,n,hist_yr,div_label,ry,baa
DVN,0.35,0.4979,0.3203,0.5626,353,26.4,THIN,LOW,TIGHT
APA,0.218667,0.2984,0.1929,0.3224,353,26.4,THIN,LOW,TIGHT
COP,0.197523,0.2924,0.1891,0.309,353,26.4,THIN,LOW,TIGHT
HAL,0.183811,0.2855,0.1847,0.2808,353,26.4,THIN,LOW,TIGHT
GC_F,0.05,0.0396,0.0277,0.0342,353,25.7,THIN,LOW,TIGHT
