,optimizer,ew_regime,ew_all,spy
2004-02-25,1.3108299249500417,1.2961921385003459,1.0422953081252613,1.0322611810843594
2004-02-26,1.356720514079897,1.3224472851730895,1.0486367181965615,1.0328905675288789
2004-02-27,1.3797473444659567,1.34729520189859,1.053175874689068,1.0336093189786009
2004-03-01,1.4251185247627518,1.3775143506092218,1.065841806672241,1.0438539864869347
2004-03-02,1.4185669260595577,1.3617617900618253,1.0611618542317076,1.037743408321239
2004-03-03,1.3976206113431435,1.3314052795413538,1.0609854781349974,1.039629910829672
2004-03-04,1.3926729436202085,1.3253991164438639,1.066342851047065,1.0423260830665848
2004-03-05,1.4029622367675028,1.3515322059919754,1.0715098457677372,1.0458305788615627
2004-03-08,1.3838001377543678,1.3241509362171635,1.0624221231637037,1.0330697117455652
2004-03-09,1.3718518934649053,1.3129175759530696,1.0554656036617214,1.0289363472639195
2004-03-10,1.362815861727324,1.2947167540669753,1.0398004296598495,1.0116831023719113
2004-03-11,1.3537408827507773,1.2833713691223498,1.0264772906595925,0.9985620828942751
2004-03-12,1.3646657232786303,1.290754731024884,1.0422104424874266,1.0116831023719113
2004-03-15,1.3464363788631029,1.2718607798279797,1.0264909190776952,0.9992816627565598
2004-03-16,1.3389680519428482,1.2658769369776752,1.0300617808358405,1.0045833996063387
2004-03-17,1.3634309809224359,1.3049832353499813,1.0468259326513978,1.015816466853557
2004-03-18,1.370076671925763,1.319842956108307,1.0458835456542155,1.0160854938332973
2004-03-19,1.3676713471040982,1.3184590658281272,1.038648683899164,1.0015220009808408
2004-03-22,1.345429342669519,1.2945402402184396,1.0232257207634867,0.9888069036589329
2004-03-23,1.3337421024716927,1.2816657317892932,1.0236538251510212,0.9870937464792469
2004-03-24,1.330544105447658,1.2738736199328844,1.0213614024296098,0.9879051765844221
2004-03-25,1.3513408975670946,1.3016636308993703,1.0397152808471017,1.0009808404742497
2004-03-26,1.3421499446658092,1.2962455986904926,1.0403856344578117,1.0012515242791156
2004-03-29,1.413026087960462,1.387453618648388,1.0548029639674148,1.01531941931593
2004-03-30,1.4283206299402391,1.415465368416491,1.0622776346740905,1.0187459407784427
2004-03-31,1.4256331793044694,1.4197164386744292,1.0638180352111044,1.0199181445546786
2004-04-01,1.443850060797506,1.4463445188032529,1.0722978104186958,1.0260501578954344
2004-04-02,1.440230754257358,1.432181668162704,1.0813408008573342,1.0338059634106738
2004-04-05,1.44662308022688,1.4322361538607906,1.086828570473419,1.0394877345235964
2004-04-06,1.4458138691543703,1.4362634072456715,1.0826470539528503,1.0361506816178565
2004-04-07,1.446913736932806,1.4435550103111396,1.079364777037796,1.0337156664413383
2004-04-08,1.4751282287721044,1.4795244178666542,1.0770710742311145,1.031371362440437
2004-04-12,1.516057055161913,1.505922459211956,1.079414209555454,1.035429341378876
2004-04-13,1.4922612539910534,1.4720689547394332,1.061847295692679,1.0209102721500949
2004-04-14,1.4891404398748394,1.4699921183628561,1.0581127257992915,1.0225340643245784
2004-04-15,1.4753251002020948,1.4648233644802142,1.0581046934672442,1.0186558509122476
2004-04-16,1.5161279542612787,1.5137542176053935,1.0648082076367824,1.026502056948393
2004-04-19,1.536438338946358,1.5366110491875635,1.0673543265929275,1.026502056948393
2004-04-20,1.4696235448811097,1.4491896127006856,1.0507036163269108,1.009277288738228
2004-04-21,1.470035002609447,1.4506284005741992,1.056979758298078,1.0160408631064803
2004-04-22,1.5035368808803462,1.4689908448540072,1.0751818645024045,1.030288730772544
2004-04-23,1.5028192692405256,1.4617366218563597,1.0728672688675962,1.0312811690226713
2004-04-26,1.5074228126736284,1.47022275828193,1.067560617003673,1.0298382814415696
2004-04-27,1.4729250954364927,1.4448631098707843,1.0690619523674194,1.0307396978613694
2004-04-28,1.4373425699478557,1.3946109899958234,1.053913151932373,1.0173933501666759
2004-04-29,1.446821096273545,1.401213146463226,1.042457784614887,1.0084658586330522
2004-04-30,1.3920823709040313,1.3577494525656948,1.0362038644934435,1.0006204810094697
2004-05-03,1.4151237684773357,1.360858435342265,1.046582530388729,1.0113512195889742
2004-05-04,1.4312409889526492,1.3721539102784595,1.0508117159302828,1.0105403072416508
2004-05-05,1.447569503806227,1.3927789242945106,1.0521947573987387,1.0170324729440452
2004-05-06,1.4435709218323889,1.3914986525458422,1.0432596603351674,1.0082854717975223
2004-05-07,1.420599990396043,1.3868461361669888,1.0245191210624294,0.9916024854033703
2004-05-10,1.3583608367973843,1.3307930715658107,1.008766137159544,0.9814127002273161
2004-05-11,1.396212688947998,1.364657730523495,1.0198619115421477,0.9897087342850133
2004-05-12,1.4260923924350217,1.396163532135344,1.0211386493156047,0.9960210309097292
2004-05-13,1.411200492618553,1.3770233711313227,1.0208125908455425,0.9918730656566657
2004-05-14,1.4073799240788818,1.3696242174410063,1.0198449852497085,0.9923240327454913
2004-05-17,1.3971564817461957,1.3634171541582503,1.0082975245994092,0.9838469905428416
2004-05-18,1.4172396465761548,1.383065998145387,1.0174540740793314,0.988806903658932
2004-05-19,1.4239883540246505,1.39283491289517,1.0169841944554066,0.9853801750932786
2004-05-20,1.4297374070353241,1.391277889158383,1.0171957068347046,0.9885364269572069
2004-05-21,1.451684427503216,1.4074890203054238,1.0226262936260861,0.9902496876884633
2004-05-24,1.472222600596724,1.4283322818403326,1.0305645137299577,0.9943978600446676
2004-05-25,1.5116426066443305,1.4678202856913938,1.0502598139584287,1.0086460383654423
2004-05-26,1.5045654948557754,1.462150408333304,1.055502996794777,1.0121629603488609
2004-05-27,1.5064587367959328,1.4696457260581806,1.0616403741886202,1.0178445243586427
2004-05-28,1.531561100668552,1.4878142589763337,1.0636033627159698,1.0177543309408776
2004-06-01,1.5636262751867873,1.5026294601429533,1.0656884858835285,1.0164014296744004
2004-06-02,1.544358838085266,1.4950362353159758,1.0680290135261048,1.0201887248079737
2004-06-03,1.5271616501308078,1.473543561618654,1.0555833131277406,1.0108105768402356
2004-06-04,1.534557850280149,1.4828825682328421,1.062102322467179,1.0188365484024893
2004-06-07,1.5557718652748052,1.499706485960792,1.0799428893853207,1.0343465026078429
2004-06-08,1.5587410693090107,1.4992455825508162,1.0805095793646728,1.0357898043952258
2004-06-09,1.5368580075270295,1.4733023256164453,1.068032367549886,1.0261409726226218
2004-06-10,1.5365775528431607,1.479338247679743,1.0711356259979803,1.0311909756049071
2004-06-14,1.517773485153557,1.4521714915436277,1.0586295140654294,1.0210004655678606
2004-06-15,1.5421481730601523,1.4826316233591357,1.0694708987464556,1.0282154212312202
2004-06-16,1.529446215737325,1.4774592985996793,1.0702983335742016,1.0280343095346975
2004-06-17,1.530504239803393,1.4839678253360136,1.0700063353484182,1.0265020569483936
2004-06-18,1.5515598365272536,1.5032137367487552,1.0728222612229634,1.0284386784168709
2004-06-21,1.5328821390469642,1.4951004172653308,1.0701554949114394,1.0245465890941148
2004-06-22,1.543618070862115,1.5113688315868823,1.0754678166470297,1.0297056318799669
2004-06-23,1.5487003769204295,1.516560526470956,1.0881988005579457,1.0385753416373416
2004-06-24,1.557134925962946,1.528118741571385,1.0884722874544857,1.0353166772703482
2004-06-25,1.560497819039847,1.5333348397224302,1.0928504659172311,1.0303393674904409
2004-06-28,1.57401645475665,1.550893873277846,1.0888608379035367,1.0268096051123003
2004-06-29,1.5766985737046446,1.5470162904630567,1.0912473256477937,1.0310635036218205
2004-06-30,1.5976863146442968,1.575879459801496,1.0989667086870787,1.0365837342850144
2004-07-01,1.5601323750024512,1.5496578391871345,1.0871316536987183,1.0221933796581646
2004-07-02,1.5499543873597312,1.5455769215783877,1.0848230445316573,1.0216502516717372
2004-07-06,1.5149646608369334,1.5026365556204224,1.0743098784480258,1.0126898307387457
2004-07-07,1.5158060599973935,1.4959763251948546,1.077384803190821,1.0156768793367403
2004-07-08,1.4422372472792666,1.4330191551129974,1.0647875387928045,1.0086173545804593
2004-07-09,1.4443196774130853,1.4342550671354128,1.0682656434475188,1.0112421797854085
2004-07-12,1.4358126567169636,1.4148732108030282,1.067060759488606,1.0116943894930783
2004-07-13,1.433923564974257,1.4132373204899082,1.0672073856676159,1.0124189398307393
2004-07-14,1.3974366974492092,1.3874012589500107,1.0633957056314491,1.0093415942634092
2004-07-15,1.3889806576525736,1.379887331133998,1.0633451242883163,1.0028248868388445
2004-07-16,1.407574337143038,1.3964874746137832,1.057308005031166,1.0020099359802777
2004-07-19,1.3632906689245319,1.3483010427344175,1.0564763863968636,0.9977561410223279
2004-07-20,1.380204649144397,1.3610845643318878,1.0666095571605807,1.0104274360299825
2004-07-21,1.3761271471218401,1.344441595371919,1.0461499179607183,0.9917829757904718
2004-07-22,1.3550255832622622,1.3186700162967435,1.0465104838034305,0.9944979944131862
2004-07-23,1.3442071907890063,1.2960956266279962,1.035121927442528,0.9861713090906686
2004-07-26,1.3254096831672233,1.262431045238983,1.0282605295688316,0.9842703093623879
2004-07-27,1.3720832234181413,1.3188239676481206,1.0418154154158907,0.993502346064378
2004-07-28,1.3627193855500959,1.3194630368861298,1.0424956729568085,0.9964888769045208
2004-07-29,1.3888384911295855,1.3438113575512067,1.053896958988816,1.0007427754140408
2004-07-30,1.4053507075953766,1.364250689032873,1.057538338913505,1.0031865924740377
2004-08-02,1.4252723523709492,1.3684147324438225,1.0616637055759377,1.0052688074504115
2004-08-03,1.3789368000724374,1.3298505987748601,1.0516595883566857,0.9974846288048992
2004-08-04,1.3783657213659801,1.3404700999363721,1.0514100505702102,0.997394435387134
2004-08-05,1.3727770577126874,1.3367719548972927,1.0346006332255109,0.9811028739288628
2004-08-06,1.3366467774582391,1.3036992369319362,1.017291467937974,0.9670741213856362
2004-08-09,1.336159950528962,1.3045068194615301,1.0182066277100592,0.9684314753696378
2004-08-10,1.3837323826622951,1.341225531358645,1.0347506215505267,0.9809219693354807
2004-08-11,1.389309959129511,1.3467936387342208,1.0314991047942068,0.9789308797410052
2004-08-12,1.3659187038226728,1.3129276509542727,1.017938402666236,0.9682509849825373
2004-08-13,1.3311925134776088,1.2902014960408803,1.0164340187702094,0.9701517776076772
2004-08-16,1.323290988577262,1.2835646867389847,1.0318145124762284,0.9801981438588122
2004-08-17,1.3353188508245921,1.300537203788036,1.0358687363384005,0.9857190993829986
2004-08-18,1.3876370972550813,1.3598607851745488,1.0524519473727478,0.9958555555003282
2004-08-19,1.399063980768799,1.365550449266772,1.0477109972378738,0.9929592180779505
2004-08-20,1.3980883089751153,1.3825225571861326,1.059215635896598,0.999928445864896
2004-08-23,1.4043859894753383,1.3778634502288594,1.0556722656174686,0.997394435387134
2004-08-24,1.4080203100475792,1.3839551819087712,1.0555293972557207,0.9987523071289874
2004-08-25,1.4349914214548198,1.413604637284361,1.063900318031122,1.0055399054615586
2004-08-26,1.4402188084147785,1.4094319124255517,1.0627754614905311,1.0055399054615586
2004-08-27,1.4429518997838189,1.4164214546916105,1.0663385171109556,1.0087077551013648
2004-08-30,1.4379684174025213,1.407301076609776,1.0576044424626811,1.0003807591241363
2004-08-31,1.4305041600889714,1.4059385112748015,1.0632455066727624,1.0056304095340347
2004-09-01,1.457702691694633,1.4402934026092065,1.0687675187733399,1.007531202159175
2004-09-02,1.493529461285832,1.4769146736118952,1.0819735737542013,1.0189354401521633
2004-09-03,1.4790328907656811,1.467229848628546,1.0763695268934248,1.014771320854127
2004-09-07,1.5402457136300987,1.5255180416300442,1.085157935836237,1.0214691399752143
2004-09-08,1.5417324558024141,1.538878645303222,1.0783537322115664,1.018935440152163
2004-09-09,1.5314314313841124,1.5233320246534976,1.0834742805037363,1.0180301923242607
2004-09-10,1.5745955335421906,1.5704666036338932,1.0909941775104706,1.0232793249763077
2004-09-13,1.577406491669587,1.5678307209286733,1.095931592914815,1.026627872106355
2004-09-14,1.6091879413981918,1.6080660652054883,1.0972507770064421,1.0287097764280175
2004-09-15,1.6280441259065543,1.641183799732924,1.0914584674438381,1.0209262190919273
2004-09-16,1.6282745518546262,1.6253864549363721,1.0983887178277045,1.0240036682108276
2004-09-17,1.6279203395685724,1.6254003828919947,1.101828881821732,1.0283570797794432
2004-09-20,1.602885041978027,1.60949086962388,1.0984072827734181,1.0221763972006281
2004-09-21,1.6094998294381841,1.6260374306107552,1.1073761423272521,1.0266304608956132
2004-09-22,1.6065763666604271,1.6152309948368617,1.0932916544786504,1.0138155398598987
2004-09-23,1.6231157477467641,1.6201019573667244,1.0902705688253806,1.008362617717425
2004-09-24,1.6529879191988002,1.634440938240999,1.091658870625671,1.0129974824542216
2004-09-27,1.6643813635545641,1.626569493161277,1.0838928335151676,1.0065448734516966
2004-09-28,1.6863828869360298,1.6420899546068626,1.091528477877631,1.0113617818491492
2004-09-29,1.6856362608874735,1.6510997103564093,1.0994453640208428,1.016451134428163
2004-09-30,1.7205841276809577,1.6844179066470515,1.105051627896584,1.0157236846465325
2004-10-01,1.7278070356467203,1.7049279954599459,1.1216511725248794,1.0329008191343416
2004-10-04,1.7802098348627402,1.7626963242344955,1.1277508232082964,1.034628162879164
2004-10-05,1.787138026280878,1.7498396159399123,1.1265502655891082,1.0351729476907168
2004-10-06,1.795296654593569,1.7698634158258306,1.1355899235117792,1.0422623988508257
2004-10-07,1.7701245439419053,1.740100694330707,1.1238898321567132,1.031083592626465
2004-10-08,1.765083368385648,1.7371668083584149,1.115538872943167,1.0225405880735094
2004-10-11,1.7540393090055075,1.7263094418221543,1.1176226179484638,1.0267205507618078
2004-10-12,1.7688264028252445,1.7424284518497355,1.1145407140544923,1.0227214926668915
2004-10-13,1.7655936697917702,1.7215700492348085,1.1053573672667822,1.0137250357874223
2004-10-14,1.750883414093192,1.7034270590775693,1.098053512760751,1.0055448759369343
2004-10-15,1.7542713372723204,1.7154080954730593,1.103295790399946,1.0111797381884935
2004-10-18,1.8011307681327544,1.7477261938822661,1.1072956973766155,1.014997063277465
2004-10-19,1.804898195235234,1.7549066323270386,1.0980741334013475,1.0064536445182282
2004-10-20,1.8146874395891952,1.7766118228614476,1.101524864219182,1.0044544779012663
2004-10-21,1.8129918037301784,1.7758583983483702,1.10884653323559,1.010998005182549
2004-10-22,1.7960214546466402,1.7524702755734876,1.1001189400269735,0.9996374659522436
2004-10-25,1.809138009355329,1.7785368210596617,1.1029514427870994,0.9984560460862475
2004-10-26,1.7845910505751441,1.740153995602576,1.1158370533233308,1.0137250357874226
2004-10-27,1.788722535233866,1.7424143982219265,1.1333910053397065,1.0259029075624124
2004-10-28,1.7829636787827716,1.7349278444994602,1.1340357088485853,1.0289930935244644
2004-10-29,1.7758694365058216,1.7310131695320041,1.1372590752870821,1.02881146407009
2004-11-01,1.772992808200646,1.724929917434556,1.1415417551645601,1.0316287916442992
2004-11-02,1.8030644154000717,1.7540953622180817,1.1409251613947031,1.0319921541046182
2004-11-03,1.8174247560591243,1.7822864979000945,1.1553414001784224,1.0449886010431366
2004-11-04,1.8468887744446103,1.83345841508894,1.1716099276148246,1.05925780033269
2004-11-05,1.8690446249131032,1.8712737641393744,1.1746833774646754,1.0658923494443002
2004-11-08,1.865256891082425,1.864191658662174,1.1750055840933,1.0643470493601335
2004-11-09,1.8538812806667944,1.8534892811012715,1.1769667390915337,1.0622567573612733
2004-11-10,1.8364764813124628,1.8255311385214348,1.1795452121940913,1.0630751254216613
2004-11-11,1.8595754603101282,1.8599554259409954,1.1910180837515725,1.0711634350292587
2004-11-12,1.8668791477026114,1.8758900663503753,1.201464409254191,1.0796158319581675
2004-11-15,1.8889501089804148,1.9059198734662142,1.2033423123074485,1.0822683054323972
2004-11-16,1.8655007142951294,1.8781011259194047,1.1943522837821927,1.0745205769396442
2004-11-17,1.844755014725687,1.8566752334652086,1.201011261344723,1.0809005962913616
2004-11-18,1.806198321977642,1.7998224788472752,1.201451142704792,1.0823591201595844
2004-11-19,1.8293141071958376,1.8400480858382016,1.1881560160900657,1.0703274632019129
2004-11-22,1.797958028365742,1.7985208001679756,1.1966099801544843,1.0754319343101963
2004-11-23,1.8006426561398792,1.800639726253771,1.1991064017315507,1.0770726053906452
2004-11-24,1.910697781343782,1.960446058084624,1.2084428541982448,1.0796249444963573
2004-11-26,1.910697781343782,,1.2094561907087313,1.078804608956133
2004-11-29,1.8999789716206454,1.9529628310016196,1.2079722629364305,1.0738816637506534
2004-11-30,1.8810633443574734,1.920759390938628,1.2054841491760104,1.074611288115261
2004-12-01,1.8637411459151025,1.9004160693880763,1.2248964093853876,1.0868261278008617
2004-12-02,1.810029006139735,1.8157161908538662,1.2220113810450322,1.0877375887229843
2004-12-03,1.8159840914174317,1.825842219824293,1.2257457802223481,1.0870082750130876
2004-12-06,1.81667582262887,1.8227906272496595,1.224439782063557,1.0866438770370652
2004-12-07,1.7745451133931487,1.7705291419848057,1.2081653835535255,1.0765251282382635
2004-12-08,1.759732252344742,1.7437412991067465,1.2125573700148564,1.0828155754816378
2004-12-09,1.7614613640527619,1.7373792303520124,1.2177516052092028,1.0866438770370652
2004-12-10,1.7555541371492573,1.728167323956854,1.2197387916660163,1.087737588722984
2004-12-13,1.7855683184741007,1.7789105559623186,1.2307605969362458,1.0972173207812248
2004-12-14,1.799522220037849,1.793559230376363,1.2377688168627503,1.1010463471976446
2004-12-15,1.7922022912960676,1.7917775141888952,1.244165338318298,1.1018664756347283
2004-12-16,1.7709512057410342,1.754631951713083,1.2385578647281488,1.1012281837551596
2004-12-17,1.812369983846918,1.8213459722641063,1.2364615560850858,1.093883063767884
2004-12-20,1.7695763641059663,1.7613235241825984,1.2348101721291902,1.0941582002902743
2004-12-21,1.7609037342905889,1.747968063065526,1.2454491945868005,1.1025836738108952
2004-12-22,1.7573686233655068,1.7404115587597477,1.2491939118966222,1.105239564486946
2004-12-23,1.7439794272936706,1.7241791907026927,1.2509175395380205,1.1060639385384137
2004-12-27,1.6981279478075186,1.664938960875066,1.2453557803567699,1.1037744133182217
2004-12-28,1.703069977797775,1.6704185029727636,1.2581055331085393,1.109818822030471
2004-12-29,1.719611872333115,1.680223078064231,1.259204774857999,1.1114676736849767
2004-12-30,1.6961226878107925,1.649913114144161,1.2617025550453822,1.1093611240895733
2004-12-31,1.6961226878107925,,1.2608622603692992,1.106979852178061
2005-01-03,1.6597579174489092,1.5851558667834529,1.2448049768557974,1.1017591962078572
2005-01-04,1.6709562463649972,1.6001174706072783,1.2255810525732762,1.0882965600996732
2005-01-05,1.663748539138548,1.587216546708152,1.2154841611258262,1.0807864824608477
2005-01-06,1.6842199053390192,1.606186604186789,1.219507979201688,1.0862815500924492
2005-01-07,1.679122247650995,1.5958079797941926,1.2163036700717142,1.0847249628871156
2005-01-10,1.6584458598119296,1.575117090495285,1.2215958998174006,1.0898533544081472
2005-01-11,1.6253236635823514,1.54701815058898,1.2117426152009734,1.0823434838724626
2005-01-12,1.6311142453579068,1.558306753597039,1.2155774262011714,1.0859154952913013
2005-01-13,1.6404930770475097,1.5696065313063945,1.2110906334162006,1.077214574593579
2005-01-14,1.6448611282702805,1.5788449022745488,1.2217057194937344,1.0828934462625321
2005-01-18,1.6769209102734872,1.61777127225572,1.2335829251441899,1.094158200290274
2005-01-19,1.658340675623058,1.6020078210487498,1.2215117126607866,1.0827098493283216
2005-01-20,1.6333014393972314,1.5734171671221353,1.2118487940444904,1.0761156853291434
2005-01-21,1.6065528953433779,1.55121778723496,1.2061734861604672,1.0695217284331058
2005-01-24,1.62633055259803,1.5809152269762643,1.197715929638982,1.0674152823892729
2005-01-25,1.6189807770406321,1.5629319468332519,1.1997469120400939,1.0704378491758937
2005-01-26,1.6185932693306904,1.5701751430616182,1.2098127819272027,1.0736429773810219
2005-01-27,1.6096112214875313,1.5567816804777528,1.2126066241663669,1.0754749082118864
2005-01-28,1.6069185904624492,1.5522787773612123,1.2085810154570789,1.0754749082118864
2005-01-31,1.6117350378685456,1.5526759262584848,1.223803200556192,1.082159990489822
2005-02-01,1.6110977564548719,1.550221282188096,1.231307726331177,1.0890296016661016
2005-02-02,1.6165119061644417,1.558137212465005,1.2372156463109498,1.092325855253128
2005-02-03,1.5955051847471828,1.5220752806246614,1.2335015184190128,1.0894869889522885
2005-02-04,1.5901940674952817,1.5107660358472452,1.2505311467352753,1.10111831553903
2005-02-07,1.5785220526919066,1.4942990214899472,1.2486495187864854,1.099652957267165
2005-02-08,1.5963801830769961,1.5169010587607454,1.2510336648150016,1.1009350292595301
2005-02-09,1.5965288548227905,1.5175755392770176,1.2379906662921185,1.0926926349152684
2005-02-10,1.5969069805745966,1.524862284295634,1.243785242103288,1.0966308046868254
2005-02-11,1.5914594182606026,1.522600331385788,1.2562427799683695,1.1060639385384137
2005-02-14,1.5924623570822178,1.5321957691621435,1.2583381261479534,1.105239564486946
2005-02-15,1.5999820939153724,1.5426859284264087,1.262534652201435,1.1093611240895729
2005-02-16,1.593921604345538,1.5337171924176332,1.2641267348336427,1.1100936478981498
2005-02-17,1.5772732307797652,1.5136127298738802,1.2550316337958787,1.1011183155390296
2005-02-18,1.575838278226657,1.511341939692012,1.2548140265491539,1.1025836738108947
2005-02-22,1.5954077468017316,1.5493765682659997,1.2359174759513658,1.086189906952699
2005-02-23,1.6145120713778476,1.5764923117906624,1.240246135277655,1.0939743962529225
2005-02-24,1.6138110562782029,1.5748930334185447,1.251966833708799,1.10121006223035
2005-02-25,1.650710666514659,1.6269568913243138,1.2673172014566425,1.112108450802233
2005-02-28,1.6523048828976807,1.6317668313429052,1.2604059806779753,1.104781555891337
2005-03-01,1.6473270188043225,1.6189763204635386,1.2691417206083044,1.1102772448323606
2005-03-02,1.6505015521964284,1.6232730308431207,1.269400923729256,1.1097273859938612
2005-03-03,1.6447884735130138,1.6105846431238928,1.269420784973653,1.1101852910378998
2005-03-04,1.6531345336525414,1.6291637860061108,1.2829372385110736,1.124014706808224
2005-03-07,1.6507130162097883,1.627041052171593,1.2866947691482824,1.124564151440442
2005-03-08,1.6631634566614881,1.6530681913592555,1.2791350718416516,1.1203509486980652
2005-03-09,1.66630896097411,1.660430784560667,1.2659496951157647,1.1078953516114265
2005-03-10,1.656946790405711,1.64823014082369,1.2654587178652648,1.1103684737658295
2005-03-11,1.6579256550330654,1.6550451102640726,1.2601362583952171,1.1025836738108952
2005-03-14,1.6883397067691173,1.690311004974908,1.2696452202970796,1.1094526636777529
2005-03-15,1.6667366458026267,1.6698438957878172,1.2623603881282437,1.1002942521422736
2005-03-16,1.6617178517300089,1.6579605174328946,1.2513350938441814,1.090952347224154
2005-03-17,1.684801113823316,1.6726695060329047,1.2558421557806492,1.093150436407737
2005-03-18,1.6884799540834703,1.6718731780410399,1.2523895744856537,1.089905026641747
2005-03-21,1.699676579623342,1.6709793958581152,1.2484082525865177,1.085859266788608
2005-03-22,1.6803243248633188,1.6527079625338985,1.2382778548734152,1.0748262611752846
2005-03-23,1.6692011396259223,1.627795294526329,1.2339824542719464,1.075745592016753
2005-03-24,1.6925051864755816,1.6503982089996845,1.2380161024483083,1.0770323238297836
2005-03-28,1.7113337620166935,1.6524771591943594,1.2367775781904349,1.0785956418871894
2005-03-29,1.6927127810551656,1.626449770315351,1.2247322080841034,1.0714238672286611
2005-03-30,1.7120807258139072,1.6596334764008578,1.2410428993056912,1.0865947935927254
2005-03-31,1.6972942077059074,1.652708375441831,1.2430272068920731,1.0845720172177262
2005-04-01,1.668681937030546,1.6009486656398926,1.2359178968734479,1.0796988803175798
2005-04-04,1.6764889765486415,1.6110634063523694,1.2377081753961383,1.0815384739646496
2005-04-05,1.6747584060521008,1.6067684318248627,1.241440331784116,1.0866865402840458
2005-04-06,1.6779766893195909,1.614306515578709,1.2445414003452513,1.0904565423053725
2005-04-07,1.683877186968137,1.6134315669556751,1.2515618379654274,1.0963411709445887
2005-04-08,1.7078737543371496,1.6212557062098625,1.2406779764232743,1.084940143050281
2005-04-11,1.6966413401081533,1.6027210422189628,1.2389009606374564,1.0857677272004291
2005-04-12,1.6779891780121017,1.5940766692099633,1.2468377126572128,1.091375976698411
2005-04-13,1.6612822179193445,1.5809231348930681,1.2306314992234453,1.0785036880927288
2005-04-14,1.67951283470706,1.5801864654004287,1.2123121768979361,1.0644364143653362
2005-04-15,1.6705623657731634,1.5727562886344983,1.190514009365264,1.0495411422815142
2005-04-18,1.6658073235852153,1.5774731159167925,1.193860264687047,1.0527597321907864
2005-04-19,1.6894837584025435,1.6049299593942252,1.2064881329741348,1.0611261813163142
2005-04-20,1.712789426976158,1.6488492298222341,1.1929502862726087,1.0463234843363751
2005-04-21,1.708586083173102,1.6415726275343492,1.2165763162300889,1.0666429947776872
2005-04-22,1.7227041841503872,1.6630624925315,1.206875652009645,1.0625977526824
2005-04-25,1.7192440306931398,1.6587829181634515,1.2218168305706478,1.0695854126488658
2005-04-26,1.7171206805486794,1.661254266701166,1.2107653596145762,1.0591955658389167
2005-04-27,1.6847598376394315,1.6085618471768768,1.2142557526520141,1.0633325546255243
