,walkforward,ew_regime,spy
2018-02-08,72.08472089937256,72.16090097617264,3.0249463787547533
2018-02-09,73.48728016281684,73.53507651990112,3.070385970927174
2018-02-12,74.79233929075808,74.63262658638158,3.1154723057237397
2018-02-13,75.10208740219737,74.76590543761269,3.1232217235939506
2018-02-14,76.79264712891178,76.35727671844384,3.1653736344694208
2018-02-15,78.91772597565337,78.26107599738322,3.2057639522377976
2018-02-16,78.42607600627187,77.987096434558,3.2067037270591796
2018-02-19,78.42607600627187,,
2018-02-20,78.78008866026175,78.22730693841754,3.1866254022868787
2018-02-21,78.72984697043928,78.1331806974157,3.1707733091706016
2018-02-22,78.09394367364744,77.59926375973639,3.174884237292623
2018-02-23,79.75692086327919,78.84152175237892,3.225489835942449
2018-02-26,81.20453559537827,80.02449071104083,3.262945117558576
2018-02-27,80.68638666777045,79.4640724752674,3.222201950568447
2018-02-28,80.1769903391864,79.08956668533322,3.189561254747333
2018-03-01,79.65826806327246,78.9174270109288,3.1431822959076334
2018-03-02,81.41535578057753,80.56715236838093,3.159386013783354
2018-03-05,82.97941319315012,81.62663698477466,3.1959009083469456
2018-03-06,84.77225539016308,83.12349385835958,3.2040027672848064
2018-03-07,84.56499895106758,82.99014964730976,3.2028287120084964
2018-03-08,84.69256355930442,83.0846383766542,3.21832775182597
2018-03-09,87.24848013599365,85.03126962715476,3.2743342496392835
2018-03-12,86.31127090267034,84.34968691176722,3.2702243419025185
2018-03-13,85.4066600368816,83.77257655471139,3.2490907346977824
2018-03-14,85.53191932440018,83.98027344347126,3.2324168232957935
2018-03-15,85.4898225888829,83.80408313097233,3.2288948615439144
2018-03-16,85.363515077615,83.58893771068568,3.232394987051301
2018-03-19,84.55894396138322,82.97456831937133,3.188661070873909
2018-03-20,85.36511155127899,83.5157654571169,3.194084214435992
2018-03-21,85.1745141886077,83.17713866199804,3.187953943891045
2018-03-22,82.61641404586085,81.0933514114792,3.108263283885454
2018-03-23,80.76152200169608,79.61867734885963,3.0420117099411956
2018-03-26,84.31223263122034,82.57354967990675,3.125239433400465
2018-03-27,81.25007310727871,79.80243626509369,3.07207287183348
2018-03-28,80.17367485066244,78.67687129836905,3.062995932744357
2018-03-29,82.47893048373373,80.53483882746725,3.1021332174175584
2018-04-02,80.23968956684692,78.98967293210927,3.035175332798642
2018-04-03,81.18430588596038,79.66305591970786,3.0740767044005044
2018-04-04,81.99941062242478,80.60981923412301,3.1069669864553973
2018-04-05,82.33418232127923,80.67248229005453,3.131486844172877
2018-04-06,80.87985042375684,79.42986112160206,3.0616990230831465
2018-04-09,81.1794365920056,79.79644604941437,3.076788276181546
2018-04-10,82.91494810524728,81.36158570027649,3.1257098310037845
2018-04-11,83.5033419460838,81.92045452083171,3.1093248927064807
2018-04-12,84.97431110846301,83.04296216739165,3.134905542936782
2018-04-13,84.76900968383133,82.76592185640054,3.125709831003785
2018-04-16,84.70541556489276,82.82053085956403,3.1514090500009098
2018-04-17,87.52619949841694,85.18898076923853,3.185125435959592
2018-04-18,87.31327224374262,85.18576321049139,3.1874827299795228
2018-04-19,87.03114183697197,84.75218728853099,3.169799249404597
2018-04-20,86.59917044117816,84.1951517531073,3.14292107728193
2018-04-23,85.56130800562956,83.25989198110517,3.1424504756015597
2018-04-24,84.20308469566147,82.08169591240575,3.100128772619382
2018-04-25,84.61883566012536,82.15472275827932,3.1077918658968797
2018-04-26,85.90455281421505,83.35372915940954,3.1393850342135092
2018-04-27,85.76660032434592,83.19000577284183,3.1423327231429417
2018-04-30,85.18324221425675,82.75244629724726,3.118166326878368
2018-05-01,85.90555178296314,83.34581548052303,3.123706202513813
2018-05-02,85.39310946015547,82.98065311498256,3.1027230000959083
2018-05-03,85.05815962179837,83.12080234281693,3.0958849903369434
2018-05-04,86.9227113924036,84.51331264821114,3.1359661313725526
2018-05-07,87.84235367764853,85.26353471520179,3.1465760972712777
2018-05-08,87.93969796379858,85.51240266152053,3.1465760972712777
2018-05-09,89.18947512470093,86.43057958573891,3.176990312462365
2018-05-10,89.71814685282153,87.03401202631797,3.206697196593537
2018-05-11,89.1936737204502,86.59309305484469,3.216481262665523
2018-05-14,89.05860173132639,86.20015672428634,3.218014493552176
2018-05-15,88.66123465578696,85.694573211981,3.1958519298546264
2018-05-16,89.2097883351325,86.1700744320119,3.209290403684806
2018-05-17,89.07361013371174,85.81991708321458,3.2065786278267128
2018-05-18,88.91300652450698,85.84482521572171,3.1985637057127194
2018-05-21,89.99830031276967,86.49748675094841,3.2226111250563667
2018-05-22,89.99604366063267,86.40609612225263,3.213652754734068
2018-05-23,91.491674592307,87.6509086308293,3.2224939848289025
2018-05-24,92.16088805915122,88.2879808676208,3.2158920922183283
2018-05-25,92.49872852122714,88.46054247763615,3.208229203017882
2018-05-29,92.06682069043819,88.03676227542508,3.1713314599059927
2018-05-30,93.31570148213653,89.14704547456718,3.2136527547340683
2018-05-31,92.29635860637063,88.46226098022953,3.1939656456691696
2018-06-01,93.29644193088308,89.21638639434408,3.2253224927603577
2018-06-04,94.14371471986519,89.95971059028622,3.240647046698943
2018-06-05,94.78783058906993,90.59972103150712,3.243005565181181
2018-06-06,95.7799997725906,91.36483258472069,3.270118834066982
2018-06-07,94.69128044994942,90.29115679075308,3.2697651685370244
2018-06-08,94.77429674355824,90.42712213904595,3.2794322984585977
2018-06-11,95.35663250360797,90.95444168697553,3.2837934250455523
2018-06-12,96.11562008824662,91.68729387435178,3.288038023636196
2018-06-13,97.03140846562843,92.28296521029382,3.2775451979649355
2018-06-14,98.41744933153316,93.52626944516173,3.2857980739207817
2018-06-15,98.60263891347434,93.34883507156772,3.281606535363484
2018-06-18,98.24588869789861,93.27763264838498,3.274856890967746
2018-06-19,98.8754988834511,93.61363900676197,3.2623034993091915
2018-06-20,99.96839569947493,94.29613888668635,3.2678694968072066
2018-06-21,99.85578955518045,94.05869124781998,3.2473836301633967
2018-06-22,98.7617305397359,93.0219700517368,3.2533053339618827
2018-06-25,95.47778619675648,90.62185892686155,3.209017348590126
2018-06-26,96.99963596281367,91.82313583182406,3.2161231074404375
2018-06-27,95.45189725278357,90.46640973933148,3.1894800320809047
2018-06-28,96.30508849020704,91.17332680424428,3.2077155410796827
2018-06-29,95.87294400693284,91.03549433189096,3.2123336006742633
2018-07-02,96.8699236660399,91.94152469290893,3.219203038299133
2018-07-03,95.3329666637395,90.84236946083284,3.2078341098465066
2018-07-04,95.3329666637395,,
2018-07-05,96.68556658013303,92.08232311907304,3.2340035223698984
2018-07-06,97.6943557512317,92.93019189202921,3.2613571940221675
2018-07-09,98.85635700435688,93.73046353489535,3.290723677631719
2018-07-10,98.89559029893302,93.85548113862785,3.3025640240729213
2018-07-11,98.91485793700812,93.86137430626223,3.2784080357379657
2018-07-12,99.99335331290882,94.86175850774595,3.308131246033245
2018-07-13,98.5628555206593,93.80079997694057,3.3107356773623375
2018-07-16,99.10488521976187,94.04497588498654,3.3077757438098256
2018-07-17,98.04090938725362,93.21367588914141,3.3211558516033244
2018-07-18,98.197450498404,93.35129263929745,3.3281424294556587
2018-07-19,97.16744222492832,92.59450434787085,3.3155902622594122
2018-07-20,96.76804183874343,92.36283706118087,3.3118019799555456
2018-07-23,97.214297829194,92.65224124590117,3.3179598009024223
2018-07-24,95.98523149316325,91.59860678773046,3.3346551403948013
2018-07-25,95.90433372759885,91.87621791675824,3.3630749105632263
2018-07-26,95.91222817788737,91.71697758072715,3.355141211115663
2018-07-27,95.0885942673997,90.64906796700095,3.332406211289128
2018-07-30,91.84812388058602,88.05370173166263,3.3149990510417053
2018-07-31,91.87538949247944,88.11466521814711,3.331339092387716
2018-08-01,91.84158953774607,88.05026167302373,3.3257743193520084
2018-08-02,93.19920257662807,89.26488518731958,3.343892279969219
2018-08-03,93.01673161582984,89.19088147539192,3.3582184889726903
2018-08-06,94.1045720015198,90.02104127224408,3.370534334943495
2018-08-07,95.430388129092,91.12524691440895,3.3816649014001663
2018-08-08,95.07150971233321,91.0129101049161,3.380244525122899
2018-08-09,94.87415224666907,90.87727898728197,3.375626873682421
2018-08-10,94.29073547847464,90.47286747476954,3.353009626314505
2018-08-13,93.80991793872347,89.83112054197565,3.340458275426464
2018-08-14,94.05995047505361,90.21764636113967,3.3617716745134234
2018-08-15,92.66074747477887,88.94110648020772,3.3366685645832383
2018-08-16,92.6391103922831,88.95509726502003,3.3636657136268315
2018-08-17,92.31538453062316,88.67855209758287,3.3755076926844443
2018-08-20,93.53669522314628,89.71169441246315,3.3827322243786306
2018-08-21,94.58373968678124,90.56929577075361,3.3906651075179886
2018-08-22,95.40588478080865,91.25250718785114,3.3886510710983977
2018-08-23,95.18916351283882,91.08929447390643,3.3841517843476923
2018-08-24,97.85818740745684,93.48060943123798,3.4045194903787817
2018-08-27,98.69497552540136,94.06273544015488,3.4314001114260644
2018-08-28,99.07727044995156,94.40152610161674,3.433058033391081
2018-08-29,99.09083903125892,94.54609413580036,3.4515298636153005
2018-08-30,98.8731046681971,94.07930013159982,3.437557524218838
2018-08-31,99.2055075713755,94.37519795134762,3.4376758889086103
2018-09-03,99.2055075713755,,
2018-09-04,99.58561191788246,94.55903260503086,3.4317556136494836
2018-09-05,96.45814935490252,92.1671661688456,3.422518474075066
2018-09-06,96.40691090119509,92.24652025519941,3.412216256369749
2018-09-07,96.49002069982143,92.34638926268362,3.4055857929719884
2018-09-10,96.39189484825138,92.29943647201866,3.411506272308167
2018-09-11,97.13628210965705,92.92607625609884,3.422754999377559
2018-09-12,96.90818923135346,93.07575229195234,3.4235849807453245
